auc,ap,brier
0.9472943885200257,0.8888835939047893,0.09433827353858086
0.947690577459668,0.8895695637763418,0.09171375754792561
0.9507630793337747,0.9008802931411526,0.0903116188953421
0.9479972985049607,0.8919396306480666,0.09238699576902097
0.953240803430377,0.8941338229526573,0.08649650060871615
0.9464548592340001,0.8866611294898733,0.09201570739746924
0.9481112752596235,0.8925810417640757,0.09147735408164133
0.9461387224323601,0.8757792477650976,0.09196428315063439
0.950634985213572,0.8983218596083734,0.08959622862047716
0.9557516440029388,0.9019994217399787,0.085618149045947
0.9445193056637365,0.8819613054296169,0.09288000792353787
0.9469466197753925,0.8905406228643843,0.09254784269289903
0.9459600929974505,0.8830471296529122,0.09265033357081397
0.9458157681069006,0.8709499982603415,0.09164719569093085
0.9470820025436311,0.8864881242428333,0.09000246998934522
0.9458963312771436,0.8795779398683813,0.09137230619857781
0.9556655350728298,0.9065108630368869,0.08605533743825301
0.9433090426096765,0.8778951153560222,0.0935476078446597
0.952895216739386,0.9047236259653123,0.08886083037457089
0.9560737491665467,0.9081209818076255,0.08681106300963436
0.948554695418439,0.8978242141363866,0.092409902277639
0.9453026671665373,0.8813794265884765,0.0924503401789246
0.9495301981646953,0.898502688658809,0.09157425458756364
0.9445911446456771,0.8794727144695631,0.09548450313011737
0.9541801188163859,0.9014879753549923,0.08748675459077407
0.9510683578877182,0.9003592836010058,0.09092494754098102
0.9490850479319569,0.8972578358210481,0.09209500777254014
0.9483694602488232,0.8816398309940331,0.09090188926971919
0.9443007995067023,0.8853911310216801,0.09518621594407757
0.9495672289156627,0.8883826250264292,0.09057208347633605
0.9521885828283632,0.8995267431003973,0.08922775499100301
0.9457078389615658,0.8864225411281117,0.0927198697320803
0.9492396656508789,0.8949268490956345,0.09171339800058409
0.9479126448990275,0.8924146424213556,0.09201270697833876
0.9494198869833314,0.8932403255012168,0.09142058641390209
0.9468777439181861,0.8927775969952212,0.09299381191872001
0.9505018204602154,0.892845957429299,0.09032911521358512
0.9472674677920162,0.8903175241837767,0.09370780963118866
0.9510695198773971,0.8971481872950247,0.08973067318522585
0.9466684798280337,0.886054155370107,0.09311302892474163
0.947919696622537,0.89630374303995,0.09236265348490166
0.9519312658983259,0.892068860659968,0.08801000927503845
0.9487158862395864,0.8916295198032558,0.09127672787640811
0.948570288652266,0.8956737075963226,0.09243347939138881
0.9506141696972246,0.8968176390103128,0.09136042505222576
0.945187994270324,0.8912672758374649,0.09467312122245491
0.9517690854076488,0.9013564998460771,0.08913798576015834
0.9512735688872972,0.8968226858680549,0.08988179689437463
0.9418243448094195,0.872376199982634,0.09550413129998771
0.94946822101565,0.8989482212884663,0.09259372886015277
0.9413005391424402,0.8782258768306047,0.09587007328977094
0.9536451401767209,0.8999485898483585,0.08831788306226811
0.9480079924968396,0.8890900928502496,0.09369488195516412
0.9470294833058581,0.8837434230416579,0.09108414340582258
0.9479821069479213,0.8901595031351316,0.09121807968706627
0.9514203375874845,0.8926557286887973,0.08908985950540019
0.9478849874057645,0.8836316953634947,0.09147814034614454
0.9535372500976528,0.8984280743126707,0.08691604633895889
0.9506107191887887,0.8961820821909225,0.09070764929703655
0.9483148459383752,0.8850491058809705,0.09018279427879324
0.9484009880732738,0.8885812954065391,0.09024870056615385
0.9402537208047685,0.8736486054501199,0.09851802320482214
0.9452938046635292,0.8923388910296375,0.09603271018917021
0.9492959337184261,0.8899837396173962,0.09145819391671901
0.9490637698603623,0.8873144667138018,0.09139100929237583
0.9471744916427127,0.8940465442157152,0.09381387928556593
0.9478415707947452,0.8827377291389062,0.08987244082682726
0.9481889312002139,0.8859889324523788,0.09068905241188906
0.9498250670201301,0.896447433786376,0.09076516213157104
0.9489967294739976,0.8923314558881884,0.09203914331484238
0.9475099469496021,0.8854753015682144,0.09136285202366526
0.9473334256229953,0.8927031743277591,0.09324025763624069
0.944503407917384,0.8803450480347753,0.09360212985322709
0.952727560383362,0.9034765752136771,0.0894986269304209
0.9485499284264203,0.8936979087220424,0.09308328716803736
0.9434979001655244,0.8776502779859465,0.09507888362743677
0.9521098356555762,0.9044273845926366,0.09141872700430638
0.9460288943783217,0.8813066194261981,0.09299921893010751
0.9487376218219543,0.889422828820875,0.090715063339485
0.9460642149688727,0.8782400669524281,0.09222362383065637
0.9486687755516507,0.8855905294875978,0.09162130168992423
0.9437659883918499,0.8807599399788766,0.09453167685626891
