alpha_dynamic,alpha_graph,alpha_critical,alpha_base,selection_objective,mean_continent_gain,std_continent_gain,worst_continent_gain,share_positive_continent_gain,robust_score
0.25,0.05,0.15000000000000002,0.5499999999999999,0.6924087602262311,0.03405221258205789,0.041173249628734324,-0.0013137205682344222,0.6666666666666666,0.030804036595034983
0.25,0.05,0.2,0.49999999999999994,0.6993532675847788,0.040971021100063156,0.04055275588831448,0.006957598868969406,1.0,0.038830979157208886
0.25,0.1,0.0,0.65,0.6712174360619327,0.013076092534458739,0.03120307936156513,-0.01587602526158527,0.3333333333333333,8.090400177807218e-06
0.25,0.1,0.05,0.6,0.6784886326516605,0.01924132642553807,0.03331249618003544,-0.010135735314825145,0.6666666666666666,0.010168197840306155
0.25,0.1,0.1,0.55,0.6854097148601247,0.023320933605571414,0.035827020142842336,-0.006997158403454828,0.6666666666666666,0.016382068585443454
0.25,0.1,0.15000000000000002,0.5,0.693204672895404,0.034598906352736915,0.04065936557617573,0.0012916434570215962,1.0,0.03232736374106625
0.25,0.1,0.2,0.45,0.7000931573639297,0.043249271759666454,0.0399297318752415,0.012146690938439009,1.0,0.04117386953344104
0.25,0.15000000000000002,0.0,0.6,0.6715133820164565,0.011832119647997056,0.03270166608087777,-0.018438116635965396,0.3333333333333333,-0.0031433144668045
0.25,0.15000000000000002,0.05,0.5499999999999999,0.6787841916347112,0.01919472239381259,0.033882527512981736,-0.010114098644991909,0.6666666666666666,0.010097048150489252
0.25,0.15000000000000002,0.1,0.5,0.6863725178942907,0.024411654037142443,0.0373466766298477,-0.006975773017573461,0.6666666666666666,0.017385442328854334
0.25,0.15000000000000002,0.15000000000000002,0.44999999999999996,0.694222724876646,0.03542187484252801,0.04180633721893189,0.0013127775589510948,1.0,0.033078935539061695
0.25,0.15000000000000002,0.2,0.39999999999999997,0.7007770068624045,0.04407158232477174,0.04107964137213456,0.012167573756416639,1.0,0.041917864328764376
0.25,0.2,0.0,0.55,0.6719758313645003,0.010854859552480852,0.03457155333934184,-0.0210004586055067,0.3333333333333333,-0.006054555934715864
0.25,0.2,0.05,0.5,0.6794687976854781,0.01948443747263895,0.03427587081322311,-0.010092712570319629,0.6666666666666666,0.010383958138582235
0.25,0.2,0.1,0.45000000000000007,0.6872236447292317,0.02583869357926527,0.0386775073206477,-0.006954638226853049,0.6666666666666666,0.018737832305916264
